dpse	dmel
FBgn0079746	FBgn0004363
FBgn0079747	FBgn0026314
FBgn0079748	FBgn0036402
FBgn0079749	FBgn0036687
FBgn0079751	FBgn0038301
FBgn0079752	FBgn0038912
FBgn0079753	FBgn0015562
FBgn0079754	FBgn0040251
FBgn0079756	FBgn0035907
FBgn0079758	FBgn0036685
FBgn0079759	FBgn0034172
FBgn0079760	FBgn0037873
FBgn0079761	FBgn0260632
FBgn0079762	FBgn0039213
FBgn0079763	FBgn0262739
FBgn0079765	NA
FBgn0079766	FBgn0036063
FBgn0079767	FBgn0032973
FBgn0079769	FBgn0038917
FBgn0079770	FBgn0039034
FBgn0079773	FBgn0035902
FBgn0079775	FBgn0036062
FBgn0079776	FBgn0032388
FBgn0079778	FBgn0039038
FBgn0079779	FBgn0037877
FBgn0079782	FBgn0037878
FBgn0079783	FBgn0035900
FBgn0079784	FBgn0039215
FBgn0079785	FBgn0030947
FBgn0079786	FBgn0027526
FBgn0079787	FBgn0029147
FBgn0079788	NA
FBgn0079791	FBgn0004580
FBgn0079792	FBgn0013759
FBgn0079793	FBgn0033887
FBgn0079794	FBgn0003867
FBgn0079795	FBgn0027575
FBgn0079796	FBgn0036058
FBgn0079797	FBgn0020626
FBgn0079798	FBgn0036056
FBgn0079800	FBgn0032408
FBgn0079801	FBgn0011676
FBgn0079802	FBgn0026064
FBgn0079803	FBgn0003145
FBgn0079805	FBgn0264694
FBgn0079806	FBgn0015320
FBgn0079807	FBgn0004390
FBgn0079809	FBgn0032298
FBgn0079810	FBgn0040271
FBgn0079811	FBgn0039049
FBgn0079813	FBgn0037896
FBgn0079814	FBgn0039051
FBgn0079815	FBgn0032395
FBgn0079817	NA
FBgn0079819	FBgn0031926
FBgn0079820	FBgn0000008
FBgn0079821	FBgn0039056
FBgn0079822	FBgn0027868
FBgn0079823	FBgn0037901
FBgn0079824	FBgn0035901
FBgn0079825	FBgn0032394
FBgn0079826	FBgn0265042
FBgn0079827	FBgn0036040
FBgn0079828	FBgn0032292
FBgn0079829	FBgn0263510
FBgn0079830	FBgn0038296
FBgn0079831	FBgn0038070
FBgn0079832	FBgn0261530
FBgn0079833	FBgn0039066
FBgn0079834	FBgn0032397
FBgn0079835	FBgn0040475
FBgn0079836	FBgn0034704
FBgn0079837	FBgn0025781
FBgn0079840	FBgn0030876
FBgn0079841	FBgn0039069
FBgn0079842	FBgn0037899
FBgn0079844	FBgn0032398
FBgn0079845	FBgn0036030
FBgn0079846	FBgn0264326
FBgn0079847	FBgn0030878
FBgn0079848	FBgn0032400
FBgn0079849	FBgn0264087
FBgn0079850	FBgn0024509
FBgn0079851	FBgn0086911
FBgn0079853	FBgn0027088
FBgn0079854	FBgn0002622
FBgn0079855	FBgn0086348
FBgn0079857	FBgn0032399
FBgn0079861	FBgn0032401
FBgn0079862	FBgn0036242
FBgn0079863	FBgn0011274
FBgn0079864	FBgn0034177
FBgn0079865	FBgn0004118
FBgn0079866	FBgn0038902
FBgn0079868	FBgn0038076
FBgn0079869	FBgn0038294
FBgn0079870	FBgn0034179
FBgn0079871	FBgn0037921
FBgn0079873	FBgn0036843
FBgn0079874	FBgn0037923
FBgn0079875	FBgn0020407
FBgn0079876	FBgn0040237
FBgn0079877	FBgn0010383
FBgn0079879	FBgn0036846
FBgn0079880	FBgn0026207
FBgn0079883	FBgn0013997
FBgn0079884	FBgn0263864
FBgn0079885	FBgn0037934
FBgn0079886	FBgn0260442
FBgn0079887	FBgn0036405
FBgn0079889	FBgn0030882
FBgn0079890	FBgn0036834
FBgn0079891	FBgn0037182
FBgn0079892	FBgn0036831
FBgn0079893	FBgn0032634
FBgn0079894	FBgn0036828
FBgn0079895	FBgn0027605
FBgn0079896	FBgn0036827
FBgn0079897	FBgn0000039
FBgn0079898	FBgn0036825
FBgn0079900	FBgn0014075
FBgn0079901	FBgn0027786
FBgn0079902	FBgn0036820
FBgn0079904	FBgn0036819
FBgn0079906	FBgn0036484
FBgn0079907	FBgn0032633
FBgn0079908	FBgn0004885
FBgn0079909	FBgn0020399
FBgn0079910	FBgn0036817
FBgn0079911	NA
FBgn0079912	FBgn0030887
FBgn0079914	FBgn0036485
FBgn0079915	FBgn0032652
FBgn0079916	FBgn0000261
FBgn0079920	FBgn0036487
FBgn0079921	FBgn0036813
FBgn0079922	FBgn0036488
FBgn0079924	FBgn0262139
FBgn0079925	FBgn0036811
FBgn0079926	FBgn0036810
FBgn0079927	FBgn0040071
FBgn0079928	FBgn0029114
FBgn0079929	FBgn0030955
FBgn0079930	FBgn0039225
FBgn0079931	FBgn0036807
FBgn0079932	FBgn0040323
FBgn0079933	NA
FBgn0079934	FBgn0259791
FBgn0079935	FBgn0038412
FBgn0079936	FBgn0004368
FBgn0079940	FBgn0029737
FBgn0079941	FBgn0038293
FBgn0079942	FBgn0035136
FBgn0079943	FBgn0027843
FBgn0079944	FBgn0031711
FBgn0079945	FBgn0037936
FBgn0079947	FBgn0038290
FBgn0079948	FBgn0037937
FBgn0079949	FBgn0037172
FBgn0079950	FBgn0262719
FBgn0079952	FBgn0038980
FBgn0079953	FBgn0002906
FBgn0079954	FBgn0260942
FBgn0079955	FBgn0037944
FBgn0079956	FBgn0029733
FBgn0079957	FBgn0036240
FBgn0079958	FBgn0086910
FBgn0079959	FBgn0036236
FBgn0079960	FBgn0028837
FBgn0079961	FBgn0036952
FBgn0079963	FBgn0028956
FBgn0079964	FBgn0038989
FBgn0079965	FBgn0036235
FBgn0079966	FBgn0025802
FBgn0079968	FBgn0036476
FBgn0079971	FBgn0024814
FBgn0079972	FBgn0263863
FBgn0079973	FBgn0037955
FBgn0079974	FBgn0036959
FBgn0079975	FBgn0026721
FBgn0079976	FBgn0039000
FBgn0079977	FBgn0020641
FBgn0079978	FBgn0020642
FBgn0079979	FBgn0031717
FBgn0079981	FBgn0037956
FBgn0079982	FBgn0030959
FBgn0079983	FBgn0037958
FBgn0079984	FBgn0250823
FBgn0079985	FBgn0010825
FBgn0079986	FBgn0037960
FBgn0079987	FBgn0038286
FBgn0079988	FBgn0034187
FBgn0079989	FBgn0263986
FBgn0079990	FBgn0037962
FBgn0079991	FBgn0039008
FBgn0079992	FBgn0038285
FBgn0079993	FBgn0005198
FBgn0079994	FBgn0040299
FBgn0079996	FBgn0029727
FBgn0079997	FBgn0039228
FBgn0079998	FBgn0036945
FBgn0079999	FBgn0039014
FBgn0080000	FBgn0035896
FBgn0080001	FBgn0034191
FBgn0080002	FBgn0039017
FBgn0080003	FBgn0029723
FBgn0080004	FBgn0040284
FBgn0080005	FBgn0014002
FBgn0080007	FBgn0039019
FBgn0080008	FBgn0004620
FBgn0080009	FBgn0003513
FBgn0080011	FBgn0036950
FBgn0080014	FBgn0260004
FBgn0080016	FBgn0029167
FBgn0080017	FBgn0036486
FBgn0080018	FBgn0004373
FBgn0080019	FBgn0013953
FBgn0080020	FBgn0039233
FBgn0080021	FBgn0028662
FBgn0080022	FBgn0035121
FBgn0080023	FBgn0038861
FBgn0080024	FBgn0028325
FBgn0080025	FBgn0036489
FBgn0080026	FBgn0039234
FBgn0080027	FBgn0027095
FBgn0080028	FBgn0038277
FBgn0080030	FBgn0039238
FBgn0080031	FBgn0036951
FBgn0080033	FBgn0024806
FBgn0080034	FBgn0013949
FBgn0080035	FBgn0039025
FBgn0080036	NA
FBgn0080037	FBgn0031930
FBgn0080039	FBgn0027587
FBgn0080041	NA
FBgn0080042	FBgn0030086
FBgn0080043	FBgn0038856
FBgn0080044	FBgn0022942
FBgn0080045	FBgn0035106
FBgn0080046	FBgn0020224
FBgn0080047	FBgn0029718
FBgn0080048	FBgn0030088
FBgn0080049	FBgn0030082
FBgn0080050	FBgn0083976
FBgn0080051	FBgn0038854
FBgn0080052	FBgn0038979
FBgn0080053	FBgn0035103
FBgn0080054	FBgn0038976
FBgn0080055	FBgn0038975
FBgn0080056	FBgn0263988
FBgn0080057	FBgn0041182
FBgn0080058	FBgn0030960
FBgn0080059	FBgn0038972
FBgn0080061	FBgn0038852
FBgn0080062	FBgn0263351
FBgn0080063	FBgn0030961
FBgn0080064	FBgn0038957
FBgn0080066	FBgn0027505
FBgn0080067	FBgn0015793
FBgn0080068	FBgn0030091
FBgn0080069	FBgn0087039
FBgn0080071	FBgn0041181
FBgn0080074	FBgn0260467
FBgn0080076	FBgn0038947
FBgn0080077	FBgn0031399
FBgn0080078	FBgn0031934
FBgn0080079	FBgn0035875
FBgn0080080	FBgn0038946
FBgn0080081	FBgn0038849
FBgn0080082	FBgn0038941
FBgn0080083	FBgn0035876
FBgn0080084	FBgn0031401
FBgn0080085	FBgn0035877
FBgn0080086	FBgn0038938
FBgn0080089	FBgn0038099
FBgn0080090	FBgn0013809
FBgn0080091	FBgn0085450
FBgn0080092	FBgn0032650
FBgn0080093	FBgn0259927
FBgn0080094	FBgn0263395
FBgn0080095	FBgn0030891
FBgn0080096	FBgn0032517
FBgn0080098	FBgn0030963
FBgn0080099	FBgn0031961
FBgn0080100	FBgn0030964
FBgn0080101	FBgn0031959
FBgn0080102	FBgn0045038
FBgn0080104	FBgn0011762
FBgn0080106	FBgn0032521
FBgn0080107	FBgn0020618
FBgn0080108	FBgn0035879
FBgn0080109	FBgn0021765
FBgn0080110	FBgn0027515
FBgn0080111	FBgn0035886
FBgn0080112	FBgn0035888
FBgn0080113	FBgn0026760
FBgn0080118	FBgn0022724
FBgn0080119	NA
FBgn0080120	FBgn0037151
FBgn0080121	FBgn0038598
FBgn0080123	FBgn0031952
FBgn0080124	FBgn0034422
FBgn0080125	FBgn0031951
FBgn0080126	FBgn0027532
FBgn0080128	FBgn0038595
FBgn0080129	FBgn0037141
FBgn0080130	FBgn0025687
FBgn0080131	FBgn0037138
FBgn0080132	FBgn0038593
FBgn0080133	FBgn0259984
FBgn0080134	FBgn0046301
FBgn0080135	FBgn0031948
FBgn0080136	FBgn0037130
FBgn0080137	FBgn0031947
FBgn0080138	FBgn0038588
FBgn0080139	FBgn0037116
FBgn0080140	FBgn0037114
FBgn0080141	FBgn0265102
FBgn0080142	FBgn0037109
FBgn0080143	FBgn0035889
FBgn0080144	FBgn0031946
FBgn0080145	FBgn0037107
FBgn0080146	FBgn0038586
FBgn0080149	FBgn0037099
FBgn0080150	FBgn0038584
FBgn0080151	FBgn0001248
FBgn0080152	FBgn0037098
FBgn0080155	FBgn0261804
FBgn0080156	FBgn0263911
FBgn0080157	FBgn0035878
FBgn0080158	FBgn0038583
FBgn0080159	FBgn0029152
FBgn0080160	FBgn0035872
FBgn0080161	FBgn0026371
FBgn0080162	FBgn0011481
FBgn0080164	FBgn0035870
FBgn0080165	FBgn0031945
FBgn0080166	FBgn0030894
FBgn0080167	FBgn0035868
FBgn0080168	FBgn0031944
FBgn0080169	FBgn0035866
FBgn0080170	FBgn0015239
FBgn0080171	FBgn0032671
FBgn0080172	FBgn0035865
FBgn0080173	NA
FBgn0080174	FBgn0027569
FBgn0080176	FBgn0001301
FBgn0080177	FBgn0031941
FBgn0080178	FBgn0261532
FBgn0080180	FBgn0031940
FBgn0080182	FBgn0038569
FBgn0080183	FBgn0031973
FBgn0080184	FBgn0033544
FBgn0080185	FBgn0031972
FBgn0080186	FBgn0033551
FBgn0080187	FBgn0010389
FBgn0080188	FBgn0031971
FBgn0080189	FBgn0004003
FBgn0080190	FBgn0031970
FBgn0080191	FBgn0031969
FBgn0080192	FBgn0003254
FBgn0080193	FBgn0031968
FBgn0080194	NA
FBgn0080195	FBgn0020429
FBgn0080197	FBgn0031730
FBgn0080199	FBgn0031740
FBgn0080201	FBgn0087021
FBgn0080202	FBgn0031414
FBgn0080203	FBgn0030081
FBgn0080204	FBgn0036229
FBgn0080205	FBgn0036494
FBgn0080207	FBgn0036226
FBgn0080208	FBgn0004507
FBgn0080209	FBgn0036493
FBgn0080210	FBgn0036224
FBgn0080211	FBgn0036491
FBgn0080212	NA
FBgn0080213	FBgn0027509
FBgn0080214	FBgn0038274
FBgn0080215	FBgn0031392
FBgn0080216	FBgn0036214
FBgn0080217	FBgn0038272
FBgn0080218	FBgn0000565
FBgn0080219	FBgn0030079
FBgn0080220	FBgn0014189
FBgn0080221	FBgn0003683
FBgn0080222	FBgn0036501
FBgn0080223	FBgn0085451
FBgn0080224	FBgn0036500
FBgn0080226	FBgn0031713
FBgn0080228	FBgn0030966
FBgn0080229	FBgn0004597
FBgn0080231	FBgn0036213
FBgn0080233	FBgn0020645
FBgn0080235	FBgn0031379
FBgn0080237	FBgn0031381
FBgn0080238	FBgn0038269
FBgn0080239	FBgn0004381
FBgn0080240	FBgn0031372
FBgn0080242	FBgn0053547
FBgn0080243	FBgn0041231
FBgn0080245	FBgn0036947
FBgn0080246	FBgn0032314
FBgn0080247	FBgn0028848
FBgn0080248	FBgn0036783
FBgn0080249	FBgn0036199
FBgn0080250	FBgn0261381
FBgn0080251	FBgn0036782
FBgn0080252	NA
FBgn0080253	FBgn0030968
FBgn0080257	FBgn0030970
FBgn0080259	FBgn0036942
FBgn0080260	FBgn0032271
FBgn0080261	FBgn0036780
FBgn0080262	FBgn0261108
FBgn0080263	FBgn0030973
FBgn0080265	FBgn0036191
FBgn0080266	FBgn0036941
FBgn0080267	FBgn0004594
FBgn0080268	NA
FBgn0080269	FBgn0037073
FBgn0080270	FBgn0036188
FBgn0080271	FBgn0040493
FBgn0080272	FBgn0036777
FBgn0080273	FBgn0038716
FBgn0080275	NA
FBgn0080276	FBgn0036411
FBgn0080278	FBgn0036940
FBgn0080279	FBgn0030975
FBgn0080280	FBgn0004588
FBgn0080281	FBgn0036184
FBgn0080282	FBgn0037581
FBgn0080283	FBgn0036774
FBgn0080284	FBgn0004589
FBgn0080285	FBgn0031975
FBgn0080286	FBgn0038551
FBgn0080287	NA
FBgn0080288	FBgn0260855
FBgn0080289	NA
FBgn0080291	FBgn0038952
FBgn0080292	FBgn0032269
FBgn0080293	FBgn0028541
FBgn0080294	FBgn0036939
FBgn0080295	FBgn0035855
FBgn0080297	FBgn0036179
FBgn0080298	FBgn0031710
FBgn0080300	FBgn0035853
FBgn0080301	FBgn0035689
FBgn0080302	FBgn0030976
FBgn0080303	FBgn0038546
FBgn0080306	FBgn0031708
FBgn0080307	FBgn0000560
FBgn0080308	FBgn0032262
FBgn0080309	FBgn0036937
FBgn0080310	FBgn0035691
FBgn0080311	FBgn0035852
FBgn0080313	FBgn0023076
FBgn0080314	FBgn0044323
FBgn0080315	FBgn0024846
FBgn0080316	FBgn0036173
FBgn0080317	FBgn0036934
FBgn0080318	NA
FBgn0080319	FBgn0024921
FBgn0080320	FBgn0001208
FBgn0080321	FBgn0021953
FBgn0080322	FBgn0035849
FBgn0080323	FBgn0022936
FBgn0080324	FBgn0037134
FBgn0080325	FBgn0035817
FBgn0080326	FBgn0003011
FBgn0080327	FBgn0015799
FBgn0080328	FBgn0037135
FBgn0080329	FBgn0037580
FBgn0080330	FBgn0086358
FBgn0080333	FBgn0035815
FBgn0080334	FBgn0030982
FBgn0080335	FBgn0031980
FBgn0080337	FBgn0036510
FBgn0080338	FBgn0001174
FBgn0080339	FBgn0031979
FBgn0080340	FBgn0036762
FBgn0080341	FBgn0038542
FBgn0080342	FBgn0038727
FBgn0080343	FBgn0015288
FBgn0080344	FBgn0004908
FBgn0080345	FBgn0020392
FBgn0080346	FBgn0262737
FBgn0080349	FBgn0030984
FBgn0080350	FBgn0036763
FBgn0080351	FBgn0037140
FBgn0080353	FBgn0001134
FBgn0080354	FBgn0035539
FBgn0080355	NA
FBgn0080356	FBgn0029082
FBgn0080357	FBgn0004396
FBgn0080358	FBgn0035540
FBgn0080359	FBgn0030991
FBgn0080360	FBgn0032258
FBgn0080361	FBgn0035812
FBgn0080362	FBgn0037144
FBgn0080363	FBgn0062412
FBgn0080364	FBgn0036749
FBgn0080367	FBgn0036504
FBgn0080368	FBgn0029091
FBgn0080369	NA
FBgn0080370	FBgn0031981
FBgn0080372	FBgn0037146
FBgn0080373	FBgn0015805
FBgn0080375	FBgn0000045
FBgn0080376	FBgn0027085
FBgn0080377	FBgn0001970
FBgn0080379	FBgn0037573
FBgn0080380	FBgn0036745
FBgn0080381	FBgn0004514
FBgn0080382	FBgn0020381
FBgn0080383	FBgn0040290
FBgn0080384	FBgn0000100
FBgn0080385	FBgn0035807
FBgn0080386	FBgn0037566
FBgn0080387	FBgn0035806
FBgn0080388	FBgn0036742
FBgn0080390	FBgn0028699
FBgn0080391	FBgn0261461
FBgn0080393	FBgn0035842
FBgn0080394	FBgn0035805
FBgn0080395	FBgn0261797
FBgn0080396	FBgn0010433
FBgn0080397	FBgn0035575
FBgn0080400	FBgn0035567
FBgn0080402	FBgn0261535
FBgn0080403	FBgn0038108
FBgn0080404	FBgn0037087
FBgn0080406	FBgn0038533
FBgn0080408	FBgn0014073
FBgn0080410	FBgn0262018
FBgn0080411	FBgn0029113
FBgn0080412	FBgn0037090
FBgn0080414	FBgn0261534
FBgn0080415	FBgn0036165
FBgn0080416	FBgn0024963
FBgn0080417	FBgn0030890
FBgn0080418	FBgn0030989
FBgn0080419	FBgn0014861
FBgn0080420	FBgn0037092
FBgn0080421	FBgn0036738
FBgn0080423	FBgn0033994
FBgn0080424	NA
FBgn0080425	FBgn0035792
FBgn0080426	FBgn0260386
FBgn0080427	FBgn0035839
FBgn0080428	FBgn0036161
FBgn0080430	FBgn0041160
FBgn0080432	FBgn0030990
FBgn0080434	FBgn0262716
FBgn0080435	FBgn0036157
FBgn0080436	FBgn0010287
FBgn0080438	FBgn0036734
FBgn0080439	FBgn0035833
FBgn0080441	FBgn0039673
FBgn0080442	FBgn0036732
FBgn0080443	FBgn0036153
FBgn0080444	FBgn0026263
FBgn0080445	FBgn0005586
FBgn0080446	FBgn0039676
FBgn0080447	FBgn0028538
FBgn0080448	FBgn0036728
FBgn0080449	FBgn0025457
FBgn0080450	FBgn0039681
FBgn0080451	FBgn0020496
FBgn0080453	FBgn0264800
FBgn0080454	FBgn0038523
FBgn0080457	FBgn0041094
FBgn0080458	FBgn0039685
FBgn0080459	FBgn0039687
FBgn0080461	FBgn0000317
FBgn0080463	FBgn0037093
FBgn0080464	FBgn0039689
FBgn0080465	FBgn0014850
FBgn0080466	FBgn0064766
FBgn0080467	FBgn0027583
FBgn0080468	FBgn0037554
FBgn0080469	FBgn0036726
FBgn0080471	FBgn0036145
FBgn0080473	FBgn0027518
FBgn0080474	FBgn0020235
FBgn0080475	FBgn0037094
FBgn0080476	FBgn0024956
FBgn0080477	FBgn0039694
FBgn0080478	FBgn0036142
FBgn0080479	FBgn0015283
FBgn0080481	FBgn0002579
FBgn0080482	FBgn0038524
FBgn0080483	FBgn0028663
FBgn0080484	FBgn0040273
FBgn0080485	FBgn0260795
FBgn0080486	FBgn0038530
FBgn0080487	FBgn0040793
FBgn0080488	FBgn0028945
FBgn0080489	FBgn0037071
FBgn0080490	FBgn0030993
FBgn0080491	FBgn0036135
FBgn0080492	FBgn0033548
FBgn0080493	FBgn0036133
FBgn0080494	FBgn0033989
FBgn0080495	FBgn0000063
FBgn0080496	FBgn0028645
FBgn0080497	FBgn0036519
FBgn0080498	FBgn0028935
FBgn0080499	FBgn0038536
FBgn0080500	FBgn0036516
FBgn0080501	FBgn0037069
FBgn0080502	FBgn0015550
FBgn0080503	FBgn0039269
FBgn0080505	FBgn0001994
FBgn0080506	FBgn0038607
FBgn0080507	FBgn0038608
FBgn0080508	FBgn0038609
FBgn0080509	FBgn0004618
FBgn0080510	FBgn0000551
FBgn0080512	FBgn0038613
FBgn0080513	FBgn0038619
FBgn0080515	FBgn0038626
FBgn0080517	FBgn0023083
FBgn0080518	FBgn0038627
FBgn0080519	FBgn0027841
FBgn0080520	FBgn0261065
FBgn0080521	FBgn0044871
FBgn0080522	FBgn0038638
FBgn0080523	FBgn0010356
FBgn0080524	FBgn0038639
FBgn0080525	FBgn0038640
FBgn0080526	FBgn0038641
FBgn0080529	FBgn0033570
FBgn0080530	FBgn0038545
FBgn0080531	FBgn0038645
FBgn0080532	FBgn0038646
FBgn0080533	FBgn0035800
FBgn0080534	FBgn0024329
FBgn0080535	FBgn0038649
FBgn0080536	FBgn0260399
FBgn0080537	FBgn0038652
FBgn0080538	FBgn0033574
FBgn0080539	FBgn0036698
FBgn0080541	FBgn0000108
FBgn0080542	FBgn0036686
FBgn0080543	FBgn0036688
FBgn0080547	FBgn0033584
FBgn0080549	FBgn0036509
FBgn0080550	FBgn0026189
FBgn0080552	FBgn0031690
FBgn0080553	FBgn0033616
FBgn0080554	FBgn0034109
FBgn0080555	NA
FBgn0080556	FBgn0015001
FBgn0080558	FBgn0001217
FBgn0080559	FBgn0036915
FBgn0080560	FBgn0027945
FBgn0080561	FBgn0033633
FBgn0080562	FBgn0024249
FBgn0080563	FBgn0033988
FBgn0080564	FBgn0028695
FBgn0080565	FBgn0261109
FBgn0080566	FBgn0001308
FBgn0080567	FBgn0030087
FBgn0080568	FBgn0260962
FBgn0080569	FBgn0036918
FBgn0080571	FBgn0030883
FBgn0080572	FBgn0025519
FBgn0080573	FBgn0000581
FBgn0080574	FBgn0033635
FBgn0080576	FBgn0261612
FBgn0080577	FBgn0000477
FBgn0080578	FBgn0032021
FBgn0080579	FBgn0038564
FBgn0080580	FBgn0034096
FBgn0080581	FBgn0032020
FBgn0080582	FBgn0019972
FBgn0080583	FBgn0039698
FBgn0080584	FBgn0033038
FBgn0080586	FBgn0038565
FBgn0080587	FBgn0262598
FBgn0080589	FBgn0034092
FBgn0080592	FBgn0032018
FBgn0080594	FBgn0039713
FBgn0080595	FBgn0036919
FBgn0080596	FBgn0032017
FBgn0080597	FBgn0000153
FBgn0080598	FBgn0034133
FBgn0080600	FBgn0039714
FBgn0080601	FBgn0032016
FBgn0080602	FBgn0027844
FBgn0080603	FBgn0036921
FBgn0080605	FBgn0259168
FBgn0080606	FBgn0261112
FBgn0080607	FBgn0039703
FBgn0080608	FBgn0032015
FBgn0080609	FBgn0002924
FBgn0080610	FBgn0086686
FBgn0080611	FBgn0015271
FBgn0080612	FBgn0039697
FBgn0080614	FBgn0039696
FBgn0080615	FBgn0263855
FBgn0080616	FBgn0036124
FBgn0080617	FBgn0032014
FBgn0080618	FBgn0036502
FBgn0080619	FBgn0036691
FBgn0080620	FBgn0033062
FBgn0080621	FBgn0033059
FBgn0080622	FBgn0030877
FBgn0080624	FBgn0034127
FBgn0080626	FBgn0243512
FBgn0080627	FBgn0032013
FBgn0080628	FBgn0035229
FBgn0080629	FBgn0036695
FBgn0080630	FBgn0038118
FBgn0080631	FBgn0033056
FBgn0080632	FBgn0026738
FBgn0080633	FBgn0030653
FBgn0080634	FBgn0033055
FBgn0080635	FBgn0033051
FBgn0080636	FBgn0035233
FBgn0080637	FBgn0033050
FBgn0080638	FBgn0260759
FBgn0080641	FBgn0261020
FBgn0080642	FBgn0030658
FBgn0080644	FBgn0030999
FBgn0080645	FBgn0003861
FBgn0080646	FBgn0031000
FBgn0080647	FBgn0037549
FBgn0080648	FBgn0035235
FBgn0080650	FBgn0033047
FBgn0080651	FBgn0039726
FBgn0080653	FBgn0026373
FBgn0080654	FBgn0038248
FBgn0080655	FBgn0004622
FBgn0080656	FBgn0036116
FBgn0080657	FBgn0031003
FBgn0080658	FBgn0031005
FBgn0080659	FBgn0037551
FBgn0080660	FBgn0040068
FBgn0080661	FBgn0004110
FBgn0080662	FBgn0039728
FBgn0080663	FBgn0033039
FBgn0080665	FBgn0037548
FBgn0080666	FBgn0004862
FBgn0080668	FBgn0003169
FBgn0080670	FBgn0036417
FBgn0080672	FBgn0037547
FBgn0080673	FBgn0039735
FBgn0080674	FBgn0039736
FBgn0080676	FBgn0030995
FBgn0080678	FBgn0028534
FBgn0080679	FBgn0016685
FBgn0080682	FBgn0039737
FBgn0080685	FBgn0029172
FBgn0080686	FBgn0036416
FBgn0080687	FBgn0003714
FBgn0080688	FBgn0026597
FBgn0080689	FBgn0027549
FBgn0080690	FBgn0039740
FBgn0080691	FBgn0001281
FBgn0080692	FBgn0026252
FBgn0080693	FBgn0004228
FBgn0080696	FBgn0038576
FBgn0080698	FBgn0035838
FBgn0080699	FBgn0039741
FBgn0080700	FBgn0036505
FBgn0080701	FBgn0039743
FBgn0080702	FBgn0003479
FBgn0080703	FBgn0036107
FBgn0080704	FBgn0260468
FBgn0080705	FBgn0015542
FBgn0080706	NA
FBgn0080707	FBgn0028533
FBgn0080708	FBgn0020249
FBgn0080710	FBgn0038890
FBgn0080711	FBgn0038578
FBgn0080713	FBgn0013753
FBgn0080715	FBgn0025725
FBgn0080716	FBgn0010350
FBgn0080717	FBgn0037584
FBgn0080719	FBgn0035251
FBgn0080720	FBgn0028532
FBgn0080721	FBgn0035252
FBgn0080723	FBgn0002899
FBgn0080724	FBgn0053983
FBgn0080725	FBgn0035254
FBgn0080726	FBgn0034658
FBgn0080727	FBgn0026372
FBgn0080728	FBgn0004852
FBgn0080729	FBgn0035848
FBgn0080730	FBgn0035255
FBgn0080732	FBgn0028499
FBgn0080733	FBgn0035850
FBgn0080734	FBgn0038244
FBgn0080735	FBgn0038582
FBgn0080736	FBgn0262560
FBgn0080738	FBgn0035260
FBgn0080739	FBgn0031004
FBgn0080740	FBgn0038585
FBgn0080742	FBgn0035266
FBgn0080743	FBgn0003450
FBgn0080744	FBgn0034117
FBgn0080745	FBgn0262559
FBgn0080746	FBgn0035268
FBgn0080747	FBgn0031006
FBgn0080748	FBgn0036096
FBgn0080751	NA
FBgn0080752	FBgn0261929
FBgn0080753	FBgn0033387
FBgn0080756	FBgn0020887
FBgn0080757	FBgn0015477
FBgn0080758	FBgn0259728
FBgn0080759	FBgn0001179
FBgn0080760	FBgn0037602
FBgn0080762	FBgn0002567
FBgn0080763	FBgn0036916
FBgn0080764	FBgn0033391
FBgn0080765	FBgn0033392
FBgn0080766	FBgn0031010
FBgn0080767	FBgn0262515
FBgn0080768	FBgn0038110
FBgn0080769	FBgn0037606
FBgn0080770	FBgn0031011
FBgn0080772	FBgn0035831
FBgn0080773	FBgn0037608
FBgn0080774	FBgn0027554
FBgn0080775	FBgn0037610
FBgn0080777	FBgn0033388
FBgn0080778	FBgn0262511
FBgn0080779	FBgn0003502
FBgn0080780	FBgn0004629
FBgn0080782	FBgn0026250
FBgn0080783	FBgn0086656
FBgn0080784	FBgn0260972
FBgn0080786	FBgn0034113
FBgn0080787	FBgn0259834
FBgn0080788	FBgn0038597
FBgn0080790	FBgn0033891
FBgn0080793	FBgn0033379
FBgn0080794	FBgn0036070
FBgn0080795	FBgn0033377
FBgn0080797	FBgn0033375
FBgn0080798	FBgn0034002
FBgn0080799	FBgn0033373
FBgn0080800	FBgn0025709
FBgn0080801	FBgn0011746
FBgn0080803	FBgn0032010
FBgn0080804	FBgn0038239
FBgn0080806	FBgn0033995
FBgn0080807	FBgn0026404
FBgn0080808	FBgn0033998
FBgn0080809	FBgn0033999
FBgn0080810	FBgn0001187
FBgn0080811	FBgn0003328
FBgn0080813	FBgn0024315
FBgn0080814	FBgn0036410
FBgn0080815	FBgn0034007
FBgn0080817	FBgn0036059
FBgn0080818	FBgn0030661
FBgn0080819	FBgn0025866
FBgn0080820	FBgn0027567
FBgn0080821	FBgn0024187
FBgn0080822	FBgn0035825
FBgn0080823	FBgn0037612
FBgn0080824	FBgn0003041
FBgn0080825	FBgn0037614
FBgn0080827	FBgn0037680
FBgn0080830	FBgn0037684
FBgn0080831	FBgn0037687
FBgn0080832	FBgn0030671
FBgn0080833	FBgn0037689
FBgn0080835	FBgn0038122
FBgn0080836	FBgn0030871
FBgn0080838	FBgn0037617
FBgn0080839	FBgn0030869
FBgn0080840	FBgn0043791
FBgn0080841	FBgn0037700
FBgn0080842	FBgn0033929
FBgn0080843	FBgn0034008
FBgn0080844	FBgn0004698
