"gid"	"chr"	"start"	"end"	"length_aef"	"gname"
"FBgn0244454"	"XL_group1a"	6824589	6825224	636	"Dpse\GA23052"
"FBgn0244455"	"XL_group1a"	6849181	6859967	2673	"Dpse\GA23053"
"FBgn0244456"	"XL_group1a"	6866276	6867910	1416	"Dpse\GA23054"
"FBgn0244457"	"XL_group1a"	6886946	6894271	7326	"Dpse\GA23055"
"FBgn0244458"	"XL_group1a"	6896087	6898654	2568	"Dpse\GA23056"
"FBgn0244459"	"XL_group1a"	6932846	6933037	192	"Dpse\GA23057"
"FBgn0244460"	"XL_group1a"	7135391	7135648	258	"Dpse\GA23058"
"FBgn0244461"	"XL_group1a"	7147097	7148440	1278	"Dpse\GA23059"
"FBgn0244462"	"XL_group1a"	7182429	7184759	2331	"Dpse\GA23060"
"FBgn0244463"	"XL_group1a"	7224093	7228369	1524	"Dpse\GA23061"
"FBgn0244464"	"XL_group1a"	7312297	7318144	1539	"Dpse\GA23062"
"FBgn0244465"	"XL_group1a"	7318770	7333585	11235	"Dpse\GA23063"
"FBgn0244466"	"XL_group1a"	7334460	7335137	615	"Dpse\GA23064"
"FBgn0244467"	"XL_group1a"	7335230	7337773	2157	"Dpse\GA23065"
"FBgn0244468"	"XL_group1a"	7341715	7342986	1272	"Dpse\GA23066"
"FBgn0244469"	"XL_group1a"	7344606	7345919	1314	"Dpse\GA23067"
"FBgn0244470"	"XL_group1e"	8282716	8285380	1065	"Dpse\GA23068"
"FBgn0244471"	"XL_group1a"	7491442	7492656	1215	"Dpse\GA23069"
"FBgn0244472"	"XL_group1a"	7517050	7518054	945	"Dpse\GA23070"
"FBgn0244473"	"XL_group1a"	7593754	7593921	168	"Dpse\GA23071"
"FBgn0244474"	"XL_group1a"	7759440	7791733	2814	"Dpse\GA23072"
"FBgn0244475"	"XL_group1a"	7791758	7792132	375	"Dpse\GA23073"
"FBgn0244476"	"XL_group1a"	7807460	7809113	354	"Dpse\GA23074"
"FBgn0244477"	"XL_group1a"	7837497	7837718	222	"Dpse\GA23075"
"FBgn0244478"	"XL_group1a"	7882373	7896829	2376	"Dpse\GA23076"
"FBgn0244479"	"XL_group1a"	7898195	7902668	3912	"Dpse\GA23077"
"FBgn0244480"	"XL_group1a"	7903300	7906907	3024	"Dpse\GA23078"
"FBgn0244482"	"XL_group1a"	8017465	8018655	1191	"Dpse\GA23080"
"FBgn0244483"	"XL_group1a"	8070513	8071196	441	"Dpse\GA23081"
"FBgn0244484"	"XL_group1a"	8133613	8136170	2499	"Dpse\GA23082"
"FBgn0244485"	"XL_group1a"	8182917	8184232	909	"Dpse\GA23083"
"FBgn0244486"	"XL_group1a"	8184493	8185785	1224	"Dpse\GA23084"
"FBgn0244487"	"XL_group1a"	8189913	8193319	2661	"Dpse\GA23085"
"FBgn0244488"	"XL_group1a"	8193418	8197792	4002	"Dpse\GA23086"
"FBgn0244489"	"XL_group1a"	8205193	8206137	885	"Dpse\GA23087"
"FBgn0244490"	"XL_group1a"	8207145	8207952	744	"Dpse\GA23088"
"FBgn0244491"	"XL_group1a"	8231462	8242465	609	"Dpse\GA23089"
"FBgn0244492"	"XL_group1a"	8264375	8265128	609	"Dpse\GA23090"
"FBgn0244493"	"XL_group1a"	8437846	8438538	693	"Dpse\GA23091"
"FBgn0244494"	"XL_group1a"	8447027	8473572	1215	"Dpse\GA23092"
"FBgn0244495"	"XL_group1a"	8476834	8477904	1071	"Dpse\GA23093"
"FBgn0244496"	"XL_group1a"	8484923	8485519	597	"Dpse\GA23094"
"FBgn0244497"	"XL_group1a"	8495034	8496518	1344	"Dpse\GA23095"
"FBgn0244498"	"XL_group1e"	8335688	8339058	2274	"Dpse\GA23096"
"FBgn0244499"	"XL_group1a"	8499570	8501054	1344	"Dpse\GA23097"
"FBgn0244500"	"XL_group1a"	8572536	8572700	165	"Dpse\GA23098"
"FBgn0244501"	"XL_group1a"	8666957	8667223	267	"Dpse\GA23099"
"FBgn0244502"	"XL_group1a"	8670073	8670312	240	"Dpse\GA23100"
"FBgn0244503"	"XL_group1a"	8802368	8804083	1716	"Dpse\GA23101"
"FBgn0244504"	"XL_group1a"	8836757	8837416	489	"Dpse\GA23102"
"FBgn0244505"	"XL_group1a"	8843336	8843665	258	"Dpse\GA23103"
"FBgn0244506"	"XL_group1a"	8857368	8859905	2538	"Dpse\GA23104"
"FBgn0244507"	"XL_group1a"	8999683	9000375	558	"Dpse\GA23105"
"FBgn0244508"	"XL_group1a"	9037509	9037775	267	"Dpse\GA23106"
"FBgn0244509"	"XL_group1a"	9041104	9047169	4929	"Dpse\GA23107"
"FBgn0244510"	"XL_group1a"	9110511	9111362	852	"Dpse\GA23108"
"FBgn0244511"	"XL_group1a"	9142817	9144954	1236	"Dpse\GA23109"
"FBgn0244512"	"XL_group1a"	9145959	9148225	1068	"Dpse\GA23110"
"FBgn0244513"	"Unknown_singleton_1968"	532	792	261	"Dpse\GA23111"
"FBgn0244515"	"Unknown_singleton_412"	165	527	363	"Dpse\GA23113"
"FBgn0244516"	"XL_group1e"	8414385	8415161	639	"Dpse\GA23114"
"FBgn0244517"	"Unknown_group_157"	2812	6015	585	"Dpse\GA23115"
"FBgn0244518"	"Unknown_singleton_2854"	6968	11362	2484	"Dpse\GA23116"
"FBgn0244519"	"Unknown_singleton_2854"	812	2352	783	"Dpse\GA23117"
"FBgn0244520"	"Unknown_singleton_2854"	14572	14922	351	"Dpse\GA23118"
"FBgn0244521"	"Unknown_group_317"	12695	13054	360	"Dpse\GA23119"
"FBgn0244522"	"XL_group1e"	8415515	8416573	1059	"Dpse\GA23120"
"FBgn0244523"	"Unknown_group_317"	9920	11425	1506	"Dpse\GA23121"
"FBgn0244524"	"Unknown_group_317"	5758	7290	1533	"Dpse\GA23122"
"FBgn0244525"	"Unknown_group_317"	3197	5045	1155	"Dpse\GA23123"
"FBgn0244526"	"Unknown_group_317"	13390	13734	345	"Dpse\GA23124"
"FBgn0244527"	"Unknown_singleton_2584"	4900	6276	1377	"Dpse\GA23125"
"FBgn0244528"	"Unknown_group_649"	170	640	471	"Dpse\GA23126"
"FBgn0244529"	"Unknown_group_610"	6338	6643	306	"Dpse\GA23127"
"FBgn0244530"	"XL_group1e"	8417457	8419114	1305	"Dpse\GA23128"
"FBgn0244531"	"Unknown_group_373"	5912	6484	573	"Dpse\GA23129"
"FBgn0244532"	"Unknown_group_126"	17092	17502	411	"Dpse\GA23130"
"FBgn0244533"	"Unknown_group_126"	5811	7158	1140	"Dpse\GA23131"
"FBgn0244534"	"Unknown_group_126"	165	584	420	"Dpse\GA23132"
"FBgn0244535"	"Unknown_group_126"	23250	29725	1500	"Dpse\GA23133"
"FBgn0244536"	"Unknown_group_263"	1230	10106	1371	"Dpse\GA23134"
"FBgn0244537"	"Unknown_singleton_2661"	237	2158	1662	"Dpse\GA23135"
"FBgn0244538"	"Unknown_group_639"	3263	4924	732	"Dpse\GA23136"
"FBgn0244539"	"XL_group1e"	8420590	8421648	1059	"Dpse\GA23137"
"FBgn0244540"	"Unknown_singleton_709"	1513	1980	411	"Dpse\GA23138"
"FBgn0244541"	"Unknown_singleton_709"	2522	2998	192	"Dpse\GA23139"
"FBgn0244542"	"Unknown_singleton_3734"	695	1471	777	"Dpse\GA23140"
"FBgn0244543"	"Unknown_singleton_3734"	1936	2241	306	"Dpse\GA23141"
"FBgn0244544"	"Unknown_group_706"	1959	4545	348	"Dpse\GA23142"
"FBgn0244545"	"Unknown_singleton_3912"	1403	1876	420	"Dpse\GA23143"
"FBgn0244546"	"Unknown_singleton_3709"	903	1124	222	"Dpse\GA23144"
"FBgn0244547"	"XL_group1e"	8426573	8427934	1008	"Dpse\GA23145"
"FBgn0244548"	"Unknown_group_2"	77466	78188	723	"Dpse\GA23146"
"FBgn0244549"	"Unknown_group_2"	11548	55159	1437	"Dpse\GA23147"
"FBgn0244550"	"Unknown_group_667"	2864	3707	468	"Dpse\GA23148"
"FBgn0244551"	"Unknown_group_667"	13464	15141	1587	"Dpse\GA23149"
"FBgn0244552"	"Unknown_group_9"	8291	9984	453	"Dpse\GA23150"
"FBgn0244553"	"Unknown_singleton_2381"	2069	2492	366	"Dpse\GA23151"
"FBgn0244554"	"Unknown_group_780"	6242	6898	657	"Dpse\GA23152"
"FBgn0244555"	"Unknown_group_780"	7079	7324	246	"Dpse\GA23153"
"FBgn0244556"	"Unknown_group_42"	6939	18734	1023	"Dpse\GA23154"
"FBgn0244557"	"XL_group1e"	10384807	10386097	1044	"Dpse\GA23155"
"FBgn0244558"	"Unknown_group_62"	1529	2344	363	"Dpse\GA23156"
"FBgn0244560"	"Unknown_group_169"	11899	12126	228	"Dpse\GA23158"
"FBgn0244561"	"Unknown_group_169"	30489	30938	450	"Dpse\GA23159"
"FBgn0244562"	"Unknown_group_169"	31050	31971	819	"Dpse\GA23160"
"FBgn0244563"	"Unknown_group_169"	32132	32641	510	"Dpse\GA23161"
"FBgn0244565"	"Unknown_group_155"	23583	24002	420	"Dpse\GA23163"
"FBgn0244566"	"Unknown_group_155"	10592	10879	288	"Dpse\GA23164"
"FBgn0244567"	"Unknown_group_449"	11773	12120	348	"Dpse\GA23165"
"FBgn0244568"	"Unknown_group_648"	250	546	297	"Dpse\GA23166"
"FBgn0244569"	"Unknown_group_146"	11138	11644	507	"Dpse\GA23167"
"FBgn0244571"	"Unknown_group_537"	11191	12826	1497	"Dpse\GA23169"
"FBgn0244572"	"Unknown_group_344"	4711	5172	462	"Dpse\GA23170"
"FBgn0244573"	"Unknown_singleton_1872"	10778	12775	1929	"Dpse\GA23171"
"FBgn0244574"	"XL_group1e"	8530171	8530767	597	"Dpse\GA23172"
"FBgn0244575"	"Unknown_singleton_1872"	337	9030	780	"Dpse\GA23173"
"FBgn0244576"	"Unknown_group_688"	208	429	222	"Dpse\GA23174"
"FBgn0244577"	"Unknown_group_162"	4224	6855	1503	"Dpse\GA23175"
"FBgn0244578"	"Unknown_group_162"	1444	1869	426	"Dpse\GA23176"
"FBgn0244579"	"Unknown_group_162"	1875	2369	495	"Dpse\GA23177"
"FBgn0244580"	"Unknown_group_162"	8137	9356	360	"Dpse\GA23178"
"FBgn0244581"	"Unknown_group_162"	10698	11325	456	"Dpse\GA23179"
"FBgn0244582"	"XL_group1e"	8595478	8595964	429	"Dpse\GA23180"
"FBgn0244584"	"Unknown_group_450"	7777	7992	216	"Dpse\GA23182"
"FBgn0244585"	"Unknown_singleton_525"	2476	2799	324	"Dpse\GA23183"
"FBgn0244586"	"Unknown_singleton_2186"	734	1627	894	"Dpse\GA23184"
"FBgn0244587"	"Unknown_singleton_4015"	2328	4320	1557	"Dpse\GA23185"
"FBgn0244588"	"Unknown_singleton_4015"	1	238	204	"Dpse\GA23186"
"FBgn0244589"	"Unknown_group_486"	600	5935	1452	"Dpse\GA23187"
"FBgn0244590"	"Unknown_singleton_2816"	63	275	213	"Dpse\GA23188"
"FBgn0244591"	"Unknown_group_25"	13343	23031	624	"Dpse\GA23189"
"FBgn0244592"	"Unknown_group_25"	1218	1577	360	"Dpse\GA23190"
"FBgn0244593"	"Unknown_group_182"	5439	5750	312	"Dpse\GA23191"
"FBgn0244595"	"Unknown_group_253"	309	1250	942	"Dpse\GA23193"
"FBgn0244596"	"Unknown_singleton_786"	1570	1797	228	"Dpse\GA23194"
"FBgn0244597"	"Unknown_group_199"	1678	2507	624	"Dpse\GA23195"
"FBgn0244598"	"Unknown_group_199"	8823	9195	255	"Dpse\GA23196"
"FBgn0244599"	"Unknown_group_524"	7797	9147	1041	"Dpse\GA23197"
"FBgn0244600"	"Unknown_group_524"	525	4500	2610	"Dpse\GA23198"
"FBgn0244601"	"Unknown_group_524"	2564	3127	564	"Dpse\GA23199"
"FBgn0244602"	"Unknown_group_524"	5700	7236	693	"Dpse\GA23200"
"FBgn0244603"	"Unknown_group_524"	10160	10726	504	"Dpse\GA23201"
"FBgn0244604"	"Unknown_singleton_32"	5242	8769	2073	"Dpse\GA23202"
"FBgn0244605"	"Unknown_singleton_2019"	2188	2784	597	"Dpse\GA23203"
"FBgn0244606"	"XL_group1e"	8663510	8664002	438	"Dpse\GA23204"
"FBgn0244607"	"Unknown_group_40"	19377	20031	585	"Dpse\GA23205"
"FBgn0244608"	"Unknown_group_40"	20681	21184	504	"Dpse\GA23206"
"FBgn0244609"	"Unknown_group_52"	29043	29276	234	"Dpse\GA23207"
"FBgn0244610"	"Unknown_group_52"	30906	33531	2562	"Dpse\GA23208"
"FBgn0244611"	"Unknown_singleton_3255"	13848	14093	246	"Dpse\GA23209"
"FBgn0244612"	"Unknown_singleton_870"	4127	5068	942	"Dpse\GA23210"
"FBgn0244613"	"Unknown_singleton_2821"	903	1181	279	"Dpse\GA23211"
"FBgn0244614"	"Unknown_singleton_1300"	39	278	171	"Dpse\GA23212"
"FBgn0244615"	"Unknown_group_71"	25770	26033	264	"Dpse\GA23213"
"FBgn0244616"	"Unknown_group_71"	8360	8905	546	"Dpse\GA23214"
"FBgn0244617"	"Unknown_singleton_167"	4160	5665	1506	"Dpse\GA23215"
"FBgn0244618"	"Unknown_singleton_3952"	10796	11835	291	"Dpse\GA23216"
"FBgn0244619"	"Unknown_group_12"	10763	12161	1260	"Dpse\GA23217"
"FBgn0244620"	"XL_group1e"	8812347	8836899	1698	"Dpse\GA23218"
"FBgn0244621"	"Unknown_group_12"	13952	14763	732	"Dpse\GA23219"
"FBgn0244622"	"Unknown_group_12"	26099	55660	480	"Dpse\GA23220"
"FBgn0244623"	"Unknown_singleton_658"	1357	3450	1905	"Dpse\GA23221"
"FBgn0244624"	"Unknown_singleton_3459"	2590	3726	1137	"Dpse\GA23222"
"FBgn0244625"	"Unknown_singleton_1306"	19	779	699	"Dpse\GA23223"
"FBgn0244626"	"Unknown_group_385"	66644	69171	2472	"Dpse\GA23224"
"FBgn0244627"	"Unknown_group_385"	54405	57571	1101	"Dpse\GA23225"
"FBgn0244628"	"Unknown_group_385"	65324	66376	891	"Dpse\GA23226"
"FBgn0244629"	"Unknown_singleton_3843"	667	936	270	"Dpse\GA23227"
"FBgn0244630"	"Unknown_group_19"	34306	38055	564	"Dpse\GA23228"
"FBgn0244631"	"Unknown_group_19"	33263	33730	468	"Dpse\GA23229"
"FBgn0244632"	"Unknown_group_19"	32771	33229	459	"Dpse\GA23230"
"FBgn0244633"	"Unknown_group_19"	7626	13152	660	"Dpse\GA23231"
"FBgn0244634"	"Unknown_group_10"	49004	72313	5485	"Dpse\GA23232"
"FBgn0244635"	"Unknown_group_661"	6515	6715	201	"Dpse\GA23233"
"FBgn0244636"	"Unknown_group_661"	2610	3479	870	"Dpse\GA23234"
"FBgn0244637"	"Unknown_singleton_2931"	653	1123	471	"Dpse\GA23235"
"FBgn0244638"	"Unknown_group_735"	6846	7112	267	"Dpse\GA23236"
"FBgn0244639"	"Unknown_group_177"	5862	6176	315	"Dpse\GA23237"
"FBgn0244640"	"Unknown_singleton_2641"	5433	7419	1923	"Dpse\GA23238"
"FBgn0244641"	"Unknown_group_491"	8892	9317	426	"Dpse\GA23239"
"FBgn0244642"	"Unknown_singleton_62"	1420	1785	366	"Dpse\GA23240"
"FBgn0244643"	"Unknown_singleton_2886"	156	452	297	"Dpse\GA23241"
"FBgn0244644"	"Unknown_singleton_2399"	677	7890	5943	"Dpse\GA23242"
"FBgn0244645"	"Unknown_group_242"	12173	12955	783	"Dpse\GA23243"
"FBgn0244646"	"Unknown_group_242"	6395	6595	201	"Dpse\GA23244"
"FBgn0244647"	"Unknown_group_242"	5476	6360	885	"Dpse\GA23245"
"FBgn0244650"	"Unknown_group_671"	6059	7767	1443	"Dpse\GA23248"
"FBgn0244652"	"Unknown_group_764"	29330	29791	399	"Dpse\GA23250"
"FBgn0244653"	"Unknown_group_764"	8735	12266	1056	"Dpse\GA23251"
"FBgn0244654"	"Unknown_group_764"	16493	18832	1134	"Dpse\GA23252"
"FBgn0244655"	"Unknown_group_764"	22435	28995	2154	"Dpse\GA23253"
"FBgn0244656"	"Unknown_singleton_1570"	801	1160	360	"Dpse\GA23254"
"FBgn0244657"	"Unknown_group_80"	14395	15625	720	"Dpse\GA23255"
"FBgn0244658"	"Unknown_group_141"	12190	13091	834	"Dpse\GA23256"
"FBgn0244659"	"Unknown_group_141"	5493	6233	429	"Dpse\GA23257"
"FBgn0244660"	"Unknown_group_141"	7275	8233	885	"Dpse\GA23258"
"FBgn0244661"	"Unknown_singleton_3504"	905	1407	435	"Dpse\GA23259"
"FBgn0244662"	"XL_group1e"	8956016	8957641	810	"Dpse\GA23260"
"FBgn0244663"	"Unknown_singleton_3270"	403	699	297	"Dpse\GA23261"
"FBgn0244664"	"Unknown_group_227"	2697	3176	390	"Dpse\GA23262"
"FBgn0244665"	"Unknown_group_227"	900	1208	309	"Dpse\GA23263"
"FBgn0244666"	"Unknown_singleton_1615"	4679	5110	432	"Dpse\GA23264"
"FBgn0244667"	"XL_group1e"	8981384	8981539	156	"Dpse\GA23265"
"FBgn0244669"	"Unknown_singleton_1127"	3661	4700	993	"Dpse\GA23267"
"FBgn0244670"	"Unknown_group_43"	381	5002	2613	"Dpse\GA23268"
"FBgn0244671"	"Unknown_group_275"	7651	8448	798	"Dpse\GA23269"
"FBgn0244672"	"Unknown_group_275"	9267	10058	792	"Dpse\GA23270"
"FBgn0244673"	"Unknown_group_275"	20153	20722	570	"Dpse\GA23271"
"FBgn0244674"	"XL_group1e"	9026307	9027353	969	"Dpse\GA23272"
"FBgn0244675"	"Unknown_singleton_1044"	608	1039	369	"Dpse\GA23273"
"FBgn0244676"	"Unknown_singleton_2346"	825	1352	459	"Dpse\GA23274"
"FBgn0244677"	"Unknown_singleton_2629"	175	1422	801	"Dpse\GA23275"
"FBgn0244678"	"Unknown_singleton_2768"	1665	2336	672	"Dpse\GA23276"
"FBgn0244679"	"Unknown_singleton_2768"	5264	5935	672	"Dpse\GA23277"
"FBgn0244680"	"Unknown_singleton_2768"	8460	9131	672	"Dpse\GA23278"
"FBgn0244681"	"Unknown_singleton_2768"	12121	12792	672	"Dpse\GA23279"
"FBgn0244682"	"Unknown_singleton_2549"	2715	3041	327	"Dpse\GA23280"
"FBgn0244683"	"Unknown_group_319"	19616	19912	297	"Dpse\GA23281"
"FBgn0244684"	"Unknown_group_830"	3519	4145	627	"Dpse\GA23282"
"FBgn0244685"	"Unknown_group_830"	860	2863	1728	"Dpse\GA23283"
"FBgn0244686"	"Unknown_singleton_1720"	335	1855	1521	"Dpse\GA23284"
"FBgn0244687"	"Unknown_group_67"	35097	40710	1059	"Dpse\GA23285"
"FBgn0244688"	"Unknown_group_429"	483	8335	1728	"Dpse\GA23286"
"FBgn0244690"	"XL_group1e"	9117414	9117641	228	"Dpse\GA23288"
"FBgn0244691"	"Unknown_singleton_2653"	761	979	219	"Dpse\GA23289"
"FBgn0244692"	"Unknown_group_477"	3627	3914	288	"Dpse\GA23290"
"FBgn0244693"	"Unknown_group_477"	3212	3565	354	"Dpse\GA23291"
"FBgn0244694"	"Unknown_group_552"	2745	3744	399	"Dpse\GA23292"
"FBgn0244695"	"Unknown_group_552"	5891	7115	624	"Dpse\GA23293"
"FBgn0244696"	"Unknown_group_552"	12815	15919	1560	"Dpse\GA23294"
"FBgn0244697"	"XL_group1e"	9135428	9155715	300	"Dpse\GA23295"
"FBgn0244698"	"Unknown_group_308"	8565	9071	507	"Dpse\GA23296"
"FBgn0244699"	"Unknown_singleton_3020"	2780	3740	897	"Dpse\GA23297"
"FBgn0244700"	"Unknown_singleton_3020"	1777	2213	369	"Dpse\GA23298"
"FBgn0244701"	"Unknown_group_502"	1100	1465	366	"Dpse\GA23299"
"FBgn0244702"	"Unknown_group_422"	35530	39429	429	"Dpse\GA23300"
"FBgn0244703"	"Unknown_group_422"	39679	41388	1380	"Dpse\GA23301"
"FBgn0244704"	"Unknown_group_97"	14522	15703	1182	"Dpse\GA23302"
"FBgn0244705"	"Unknown_group_97"	44022	44434	321	"Dpse\GA23303"
"FBgn0244706"	"Unknown_singleton_940"	5272	6339	930	"Dpse\GA23304"
"FBgn0244707"	"Unknown_singleton_832"	13	744	669	"Dpse\GA23305"
"FBgn0244708"	"Unknown_singleton_832"	1792	2784	879	"Dpse\GA23306"
"FBgn0244709"	"Unknown_group_208"	9416	10297	882	"Dpse\GA23307"
"FBgn0244710"	"Unknown_group_124"	25210	25794	585	"Dpse\GA23308"
"FBgn0244711"	"Unknown_group_324"	3190	3840	651	"Dpse\GA23309"
"FBgn0244712"	"Unknown_group_455"	5738	6520	663	"Dpse\GA23310"
"FBgn0244713"	"Unknown_group_238"	5447	6226	615	"Dpse\GA23311"
"FBgn0244714"	"XL_group1e"	9230715	9232211	1497	"Dpse\GA23312"
"FBgn0244715"	"Unknown_singleton_869"	2512	6718	1632	"Dpse\GA23313"
"FBgn0244717"	"Unknown_singleton_3496"	998	1621	624	"Dpse\GA23315"
"FBgn0244718"	"Unknown_singleton_3902"	52	519	399	"Dpse\GA23316"
"FBgn0244719"	"Unknown_group_809"	532	777	246	"Dpse\GA23317"
"FBgn0244720"	"Unknown_group_809"	3799	5324	1146	"Dpse\GA23318"
"FBgn0244721"	"Unknown_group_5"	11840	12136	297	"Dpse\GA23319"
"FBgn0244722"	"Unknown_group_5"	6661	8731	447	"Dpse\GA23320"
"FBgn0244724"	"Unknown_singleton_1339"	392	601	210	"Dpse\GA23322"
"FBgn0244725"	"Unknown_singleton_1402"	566	822	192	"Dpse\GA23323"
"FBgn0244726"	"XL_group1e"	9377323	9377481	159	"Dpse\GA23324"
"FBgn0244727"	"Unknown_singleton_274"	1179	1397	219	"Dpse\GA23325"
"FBgn0244729"	"Unknown_group_101"	2195	13518	1263	"Dpse\GA23327"
"FBgn0244730"	"Unknown_group_109"	17950	18869	858	"Dpse\GA23328"
"FBgn0244731"	"Unknown_group_109"	16452	17657	1206	"Dpse\GA23329"
"FBgn0244732"	"Unknown_singleton_486"	6089	6427	339	"Dpse\GA23330"
"FBgn0244733"	"Unknown_group_824"	2864	6232	843	"Dpse\GA23331"
"FBgn0244734"	"Unknown_group_824"	293	2689	1974	"Dpse\GA23332"
"FBgn0244735"	"Unknown_singleton_170"	1007	1894	807	"Dpse\GA23333"
"FBgn0244736"	"Unknown_group_134"	6632	11534	1632	"Dpse\GA23334"
"FBgn0244737"	"Unknown_group_134"	3741	4748	1008	"Dpse\GA23335"
"FBgn0244738"	"Unknown_singleton_2744"	278	1063	786	"Dpse\GA23336"
"FBgn0244740"	"Unknown_singleton_2490"	6128	7330	1203	"Dpse\GA23338"
"FBgn0244741"	"Unknown_group_325"	1276	1497	222	"Dpse\GA23339"
"FBgn0244742"	"XL_group1e"	10370393	10376281	5688	"Dpse\GA23340"
"FBgn0244744"	"Unknown_group_670"	6570	7004	435	"Dpse\GA23342"
"FBgn0244745"	"Unknown_group_670"	17459	18238	780	"Dpse\GA23343"
"FBgn0244746"	"Unknown_singleton_1069"	2901	3200	300	"Dpse\GA23344"
"FBgn0244747"	"Unknown_singleton_1069"	1271	1930	660	"Dpse\GA23345"
"FBgn0244748"	"Unknown_singleton_1069"	388	1146	759	"Dpse\GA23346"
"FBgn0244749"	"XR_group6"	13223120	13256357	1485	"Dpse\GA23347"
"FBgn0244750"	"XL_group1e"	9507269	9511942	1485	"Dpse\GA23348"
"FBgn0244751"	"XR_group6"	13211298	13220340	477	"Dpse\GA23349"
"FBgn0244752"	"XR_group6"	13208927	13209082	156	"Dpse\GA23350"
"FBgn0244753"	"XR_group6"	13171717	13174062	444	"Dpse\GA23351"
"FBgn0244754"	"XR_group6"	13096613	13096840	228	"Dpse\GA23352"
"FBgn0244755"	"XR_group6"	13086490	13093263	6645	"Dpse\GA23353"
"FBgn0244756"	"XL_group1e"	9547492	9548436	792	"Dpse\GA23354"
"FBgn0244757"	"XR_group6"	13045634	13047135	1308	"Dpse\GA23355"
"FBgn0244758"	"XR_group6"	12917345	12921113	3111	"Dpse\GA23356"
"FBgn0244759"	"XR_group6"	12877451	12877726	276	"Dpse\GA23357"
"FBgn0244760"	"XL_group1e"	9565230	9566504	1275	"Dpse\GA23358"
"FBgn0244761"	"XR_group6"	12699045	12704969	3705	"Dpse\GA23359"
"FBgn0244762"	"XR_group6"	12664615	12665048	378	"Dpse\GA23360"
"FBgn0244763"	"XR_group6"	12640110	12641114	837	"Dpse\GA23361"
"FBgn0244764"	"XL_group1e"	9573752	9574828	477	"Dpse\GA23362"
"FBgn0244765"	"XR_group6"	12342340	12343216	660	"Dpse\GA23363"
"FBgn0244766"	"XR_group6"	12312550	12313855	1176	"Dpse\GA23364"
"FBgn0244767"	"XR_group6"	12265684	12265947	264	"Dpse\GA23365"
"FBgn0244768"	"XL_group1e"	9576119	9577419	1239	"Dpse\GA23366"
"FBgn0244769"	"XR_group6"	12096275	12097424	1047	"Dpse\GA23367"
"FBgn0244770"	"XR_group6"	12094059	12095124	999	"Dpse\GA23368"
"FBgn0244771"	"XR_group6"	11962212	12013690	11868	"Dpse\GA23369"
"FBgn0244772"	"XR_group6"	11933296	11934645	1050	"Dpse\GA23370"
"FBgn0244773"	"XR_group6"	11930916	11933030	1029	"Dpse\GA23371"
"FBgn0244774"	"XR_group6"	11906402	11906815	414	"Dpse\GA23372"
"FBgn0244775"	"XR_group6"	11851023	11852128	1035	"Dpse\GA23373"
"FBgn0244776"	"XR_group6"	11849397	11850093	579	"Dpse\GA23374"
"FBgn0244777"	"XL_group1e"	9628288	9629304	1017	"Dpse\GA23375"
"FBgn0244778"	"XR_group6"	11718424	11718715	258	"Dpse\GA23376"
"FBgn0244779"	"XR_group6"	11718002	11718247	246	"Dpse\GA23377"
"FBgn0244780"	"XR_group6"	11711972	11712673	702	"Dpse\GA23378"
"FBgn0244781"	"XR_group6"	11705532	11707804	1785	"Dpse\GA23379"
"FBgn0244782"	"XL_group1e"	10363690	10365363	1485	"Dpse\GA23380"
"FBgn0244784"	"XR_group6"	11671649	11677622	4431	"Dpse\GA23382"
"FBgn0244785"	"XR_group6"	11668447	11671109	1977	"Dpse\GA23383"
"FBgn0244786"	"XR_group6"	11666155	11666370	216	"Dpse\GA23384"
"FBgn0244787"	"XL_group1e"	9664969	9665665	318	"Dpse\GA23385"
"FBgn0244788"	"XR_group6"	11495948	11497286	1059	"Dpse\GA23386"
"FBgn0244789"	"XR_group6"	11393357	11394250	831	"Dpse\GA23387"
"FBgn0244791"	"XL_group1e"	9721594	9729115	366	"Dpse\GA23389"
"FBgn0244793"	"XR_group6"	11277275	11277541	267	"Dpse\GA23391"
"FBgn0244794"	"XR_group6"	11253544	11254620	888	"Dpse\GA23392"
"FBgn0244795"	"XR_group6"	11112862	11115534	441	"Dpse\GA23393"
"FBgn0244796"	"XL_group1e"	9794915	9795274	360	"Dpse\GA23394"
"FBgn0244797"	"XR_group6"	10936993	10937403	342	"Dpse\GA23395"
"FBgn0244798"	"XR_group6"	10924283	10930802	858	"Dpse\GA23396"
"FBgn0244799"	"XR_group6"	10920805	10923740	1152	"Dpse\GA23397"
"FBgn0244800"	"XR_group6"	10908751	10910782	1467	"Dpse\GA23398"
"FBgn0244802"	"XR_group6"	10857473	10863385	1164	"Dpse\GA23400"
"FBgn0244803"	"XR_group6"	10837377	10839157	1608	"Dpse\GA23401"
"FBgn0244804"	"XR_group6"	10821832	10829034	2925	"Dpse\GA23402"
"FBgn0244805"	"XR_group6"	10803003	10803335	333	"Dpse\GA23403"
"FBgn0244806"	"XR_group6"	10752343	10752903	561	"Dpse\GA23404"
"FBgn0244807"	"XR_group6"	10685527	10687437	1794	"Dpse\GA23405"
"FBgn0244808"	"XR_group6"	10683378	10685215	1773	"Dpse\GA23406"
"FBgn0244809"	"XR_group6"	10681802	10682083	282	"Dpse\GA23407"
